Rank,User Name,Display Name,Department,Identity Type,Platforms,Risk Score,Severity,Detected Risks,days_since_last_login,direct_groups,all_effective_groups,inherited_via,AWS_api_key_age
223,jennifer.miller,Jennifer Miller,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,51,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,190.0
224,thomas.smith,Thomas Smith,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,153,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,114.0
225,sarah.davis,Sarah Davis,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,41,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,79.0
226,emma.butler,Emma Butler,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,137,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,128.0
227,eric.brown,Eric Brown,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,140,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,112.0
228,christopher.lopez,Christopher Lopez,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,33,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,35.0
229,william.davenport,William Davenport,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,69,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,87.0
230,victor.baxter,Victor Baxter,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,35,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,169.0
231,laura.williams,Laura Williams,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,185,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,140.0
232,jose.bryant,Jose Bryant,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,124,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,1.0
233,dawn.summers,Dawn Summers,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,171,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,121.0
234,michelle.hopkins,Michelle Hopkins,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,47,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,148.0
235,derrick.anderson,Derrick Anderson,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,173,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,160.0
236,angela.moore,Angela Moore,IT,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,Cross-Platform Admin,48,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,78.0
237,juan.bennett,Juan Bennett,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,41,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,133.0
238,david.jones,David Jones,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,79,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,133.0
239,patrick.allen,Patrick Allen,IT,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,Cross-Platform Admin,80,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,36.0
240,kenneth.daniels,Kenneth Daniels,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,66,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,97.0
241,laurie.goodwin,Laurie Goodwin,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,231,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,82.0
242,kimberly.reyes,Kimberly Reyes,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,94,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,200.0
243,vincent.dalton,Vincent Dalton,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,211,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,85.0
244,mr..phd,Mr. Richard Knight PhD,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,45,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,142.0
245,william.anderson,William Anderson,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,59,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,56.0
246,katie.martinez,Katie Martinez,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,81,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,70.0
247,rita.dvm,Rita Ponce DVM,IT,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,Cross-Platform Admin,27,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,146.0
248,jacob.curry,Jacob Curry,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,19,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,141.0
249,cindy.carr,Cindy Carr,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,175,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,117.0
250,todd.hendrix,Todd Hendrix,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,42,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,80.0
251,michael.whitney,Michael Whitney,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,22,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,147.0
252,brent.brooks,Brent Brooks,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,156,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,18.0
253,heidi.roberts,Heidi Roberts,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,230,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,145.0
254,adam.rodriguez,Adam Rodriguez,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,39,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,45.0
255,manuel.king,Manuel King,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,154,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,180.0
256,william.day,William Day,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,221,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,174.0
257,mary.jensen,Mary Jensen,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,63,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,116.0
258,kelly.sanchez,Kelly Sanchez,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,161,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,136.0
259,andre.juarez,Andre Juarez,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,167,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,144.0
260,kayla.barnes,Kayla Barnes,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,136,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,150.0
261,katherine.church,Katherine Church,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,189,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,77.0
262,kristen.rivera,Kristen Rivera,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,50,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,87.0
263,dana.kennedy,Dana Kennedy,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,26,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,193.0
264,cody.larson,Cody Larson,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,62,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,11.0
265,svc-property-test,svc-property-test,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,89,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,175.0
266,ashley.landry,Ashley Landry,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,48,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,65.0
267,douglas.clark,Douglas Clark,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,136,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,27.0
268,jeff.hill,Jeff Hill,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,55,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,155.0
269,svc-energy-dev,svc-energy-dev,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,231,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,43.0
270,ashley.dyer,Ashley Dyer,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,11,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,87.0
271,nicole.patterson,Nicole Patterson,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,217,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,156.0
272,renee.blair,Renee Blair,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,135,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,1.0
273,elizabeth.brown,Elizabeth Brown,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,229,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,78.0
274,dr..valencia,Dr. Bonnie Valencia,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,134,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,16.0
275,alexis.lewis,Alexis Lewis,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,61,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,181.0
276,john.jones,John Jones,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,81,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,19.0
277,manuel.brock,Manuel Brock,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,161,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,88.0
278,christopher.sanders,Christopher Sanders,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,264,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,34.0
279,timothy.gonzalez,Timothy Gonzalez,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,73,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,69.0
